-0.05,0.15,1.01
-0.05,0.14,1
-0.05,0.13,0.99
-0.05,0.14,1
-0.05,0.16,1.01
-0.05,0.15,1
-0.06,0.13,1
-0.05,0.14,0.99
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1.01
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,0.99
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,0.99
-0.05,0.14,1
-0.05,0.15,1
-0.05,0.15,1.01
-0.05,0.14,0.99
-0.05,0.13,0.99
-0.05,0.14,0.99
-0.05,0.15,1
-0.05,0.14,1
-0.05,0.15,1
-0.05,0.14,1
-0.05,0.14,0.99
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.13,0.99
-0.05,0.14,1.01
-0.05,0.14,1
-0.05,0.14,0.99
-0.05,0.14,0.99
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1.01
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.15,1.01
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1.01
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,0.99
-0.05,0.14,1
-0.05,0.14,0.99
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.15,0.98
-0.04,0.11,1
-0.05,0.1,0.99
-0.05,0.14,0.97
-0.04,0.14,0.98
-0.05,0.14,1
-0.06,0.13,0.98
-0.04,0.12,0.98
-0.06,0.13,1
-0.02,0.12,0.95
-0.07,0.14,0.98
-0.04,0.12,0.99
-0.07,0.13,0.97
-0.06,0.14,0.96
-0.05,0.15,1
-0.07,0.16,0.97
-0.05,0.15,0.99
-0.05,0.14,0.97
-0.05,0.13,0.97
-0.05,0.15,0.99
-0.05,0.15,0.99
-0.05,0.17,0.99
-0.07,0.13,0.96
-0.04,0.15,0.98
-0.05,0.17,1.01
-0.06,0.14,0.96
-0.06,0.15,0.97
-0.04,0.14,0.98
-0.05,0.14,0.98
-0.05,0.13,0.99
-0.06,0.15,0.98
-0.05,0.14,0.97
-0.05,0.13,0.97
-0.05,0.14,0.99
-0.05,0.12,0.98
-0.05,0.14,0.97
-0.05,0.15,0.99
-0.05,0.15,0.98
-0.05,0.14,0.97
-0.05,0.15,0.98
-0.05,0.15,0.99
-0.05,0.14,0.98
-0.05,0.14,0.98
-0.05,0.14,0.99
-0.05,0.14,0.98
-0.05,0.14,0.99
-0.05,0.14,0.99
-0.05,0.14,0.98
-0.05,0.14,0.99
-0.05,0.14,0.99
-0.05,0.14,0.99
-0.05,0.15,0.99
-0.05,0.14,0.98
-0.05,0.15,1.01
-0.05,0.13,0.98
-0.05,0.13,0.97
-0.05,0.14,0.98
-0.06,0.14,0.99
-0.05,0.15,0.98
-0.05,0.15,1
-0.05,0.14,0.99
-0.06,0.13,0.97
-0.05,0.15,0.99
-0.05,0.13,0.98
-0.05,0.13,0.98
-0.04,0.13,0.99
-0.05,0.13,0.96
-0.05,0.14,0.99
-0.05,0.14,1
-0.05,0.13,0.99
-0.04,0.13,0.99
-0.05,0.14,0.98
-0.05,0.15,0.95
-0.05,0.14,0.97
-0.04,0.15,1.01
-0.06,0.12,0.99
-0.04,0.14,0.97
-0.06,0.16,0.99
-0.05,0.15,0.96
-0.05,0.13,0.93
-0.05,0.16,0.98
-0.05,0.15,0.98
-0.05,0.15,0.99
-0.06,0.12,0.95
-0.05,0.13,0.96
-0.05,0.16,1
-0.05,0.15,1
-0.05,0.13,0.99
-0.05,0.15,0.99
-0.05,0.15,0.99
-0.05,0.14,0.99
-0.05,0.15,1
-0.06,0.14,0.98
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.14,0.98
-0.05,0.14,0.99
-0.05,0.14,0.99
-0.05,0.14,0.98
-0.05,0.13,0.97
-0.05,0.14,0.99
-0.05,0.14,0.99
-0.05,0.15,1.01
-0.05,0.14,0.99
-0.05,0.16,1
-0.05,0.13,0.97
-0.05,0.14,0.99
-0.05,0.15,0.99
-0.05,0.12,1
-0.05,0.13,1
-0.05,0.16,1.03
-0.06,0.13,0.97
-0.05,0.13,0.98
-0.06,0.16,1
-0.06,0.15,0.99
-0.06,0.13,0.98
-0.05,0.16,1.01
-0.05,0.15,1
-0.05,0.14,1
-0.05,0.15,1
-0.05,0.15,0.98
-0.05,0.16,1
-0.05,0.14,0.98
-0.06,0.14,0.98
-0.05,0.15,0.98
-0.05,0.14,0.99
-0.05,0.16,1
-0.05,0.14,0.98
-0.05,0.13,0.97
-0.07,0.17,0.99
-0.06,0.13,0.98
-0.05,0.14,1
-0.04,0.15,1.01
-0.06,0.13,0.99
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.15,0.97
-0.05,0.14,0.99
-0.05,0.14,1
-0.04,0.14,1
-0.05,0.16,1
-0.06,0.14,0.96
-0.06,0.15,0.99
-0.04,0.18,1.01
-0.05,0.16,0.97
-0.04,0.16,0.98
-0.05,0.15,0.99
-0.06,0.15,0.98
-0.04,0.17,0.96
-0.05,0.16,0.99
-0.05,0.13,0.99
-0.06,0.14,0.97
-0.05,0.15,0.96
-0.05,0.15,0.97
-0.05,0.14,0.98
-0.05,0.14,0.99
-0.04,0.14,0.98
-0.04,0.14,0.98
-0.05,0.17,1.01
-0.05,0.16,0.99
-0.05,0.13,0.97
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.15,0.97
-0.05,0.12,0.98
-0.06,0.13,0.98
-0.05,0.14,0.98
-0.05,0.13,0.97
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.14,0.98
-0.05,0.14,0.98
-0.05,0.15,1
-0.05,0.14,0.99
-0.05,0.13,0.98
-0.05,0.14,0.99
-0.05,0.15,1
-0.05,0.14,1
-0.05,0.14,0.99
-0.05,0.13,0.99
-0.05,0.13,0.98
-0.05,0.13,0.98
-0.05,0.14,0.99
-0.04,0.14,1
-0.04,0.13,1
-0.05,0.15,0.99
-0.05,0.13,0.98
-0.05,0.13,0.99
-0.05,0.13,0.98
-0.05,0.14,1.01
-0.04,0.15,1
-0.04,0.12,0.99
-0.04,0.14,0.97
-0.05,0.15,1
-0.05,0.15,0.99
-0.05,0.14,0.98
-0.05,0.14,0.99
-0.05,0.15,1
-0.05,0.15,0.99
-0.05,0.14,0.98
-0.05,0.14,0.98
-0.05,0.14,1
-0.05,0.14,0.99
-0.05,0.14,0.99
-0.05,0.14,0.99
-0.05,0.15,0.99
-0.05,0.14,1
-0.05,0.15,1
-0.05,0.14,1
-0.05,0.13,0.98
-0.05,0.14,1.01
-0.04,0.15,1.01
-0.05,0.13,0.96
-0.05,0.11,0.95
-0.05,0.16,1.01
-0.04,0.14,0.99
-0.05,0.15,1
-0.06,0.14,0.98
-0.05,0.13,0.98
-0.06,0.14,0.99
-0.05,0.15,0.99
-0.05,0.14,0.99
-0.04,0.14,0.99
-0.04,0.15,1
-0.05,0.14,1
-0.05,0.15,0.97
-0.05,0.14,0.99
-0.05,0.16,1.01
-0.05,0.15,1
-0.05,0.13,0.97
-0.05,0.13,0.94
-0.06,0.13,0.97
-0.05,0.17,1.01
-0.05,0.12,0.96
-0.05,0.14,0.98
-0.07,0.15,0.97
-0.06,0.13,1
-0.05,0.15,0.98
-0.04,0.13,0.97
-0.03,0.14,1.01
-0.04,0.13,0.98
-0.05,0.15,1
-0.05,0.13,0.97
-0.06,0.14,0.98
-0.04,0.14,0.97
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.14,0.99
-0.05,0.13,0.97
-0.05,0.15,0.99
-0.05,0.15,1
-0.05,0.15,0.99
-0.05,0.13,0.98
-0.05,0.15,0.99
-0.05,0.14,0.98
-0.05,0.13,0.98
-0.05,0.16,1
-0.05,0.16,1.01
-0.05,0.14,0.98
-0.05,0.15,1
-0.05,0.14,1
-0.05,0.15,0.99
-0.05,0.15,1
-0.05,0.14,0.99
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.14,0.99
-0.05,0.14,0.99
-0.05,0.14,0.98
-0.05,0.15,1
-0.05,0.14,0.99
-0.05,0.14,0.99
-0.05,0.14,0.99
-0.05,0.15,0.99
-0.04,0.14,1
-0.05,0.13,0.97
-0.05,0.13,0.99
-0.05,0.14,0.98
-0.05,0.13,1
-0.05,0.12,0.98
-0.05,0.15,1
-0.05,0.15,0.98
-0.05,0.16,0.98
-0.05,0.15,1
-0.05,0.16,0.98
-0.05,0.14,1
-0.05,0.16,1
-0.06,0.14,0.96
-0.05,0.14,0.97
-0.05,0.15,1
-0.04,0.13,0.98
-0.05,0.13,1
-0.05,0.13,1
-0.05,0.15,0.99
-0.06,0.13,0.96
-0.05,0.15,1.01
-0.05,0.14,1.01
-0.05,0.14,0.99
-0.05,0.15,1
-0.04,0.12,1
-0.05,0.13,0.96
-0.05,0.16,1
-0.04,0.13,0.99
-0.04,0.15,1
-0.05,0.13,0.98
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.14,0.97
-0.05,0.15,1
-0.05,0.16,1.01
-0.05,0.14,0.99
-0.05,0.13,0.97
-0.05,0.12,0.95
-0.05,0.16,1.03
-0.05,0.15,0.99
-0.05,0.14,0.97
-0.05,0.15,1.01
-0.05,0.15,1
-0.05,0.14,0.97
-0.05,0.14,0.99
-0.05,0.15,1
-0.05,0.14,0.99
-0.05,0.16,0.99
-0.05,0.14,0.99
-0.05,0.14,0.98
-0.06,0.14,0.98
-0.05,0.16,1
-0.05,0.14,0.99
-0.05,0.12,0.96
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.14,0.98
-0.06,0.14,0.98
-0.05,0.14,0.98
-0.05,0.14,1
-0.05,0.15,1
-0.05,0.13,1
-0.06,0.14,1
-0.05,0.14,0.99
-0.05,0.13,0.99
-0.05,0.14,1
-0.06,0.14,1
-0.05,0.14,1
-0.05,0.13,0.98
-0.05,0.14,0.97
-0.05,0.12,0.96
-0.05,0.15,0.99
-0.05,0.16,1.02
-0.05,0.15,1
-0.05,0.13,0.97
-0.05,0.13,0.97
-0.05,0.17,1.01
-0.05,0.16,0.99
-0.05,0.13,0.96
-0.04,0.15,1.01
-0.04,0.14,1
-0.05,0.14,0.99
-0.04,0.13,0.98
-0.06,0.15,1
-0.05,0.14,1.01
-0.05,0.14,0.99
-0.05,0.14,0.99
-0.05,0.14,0.97
-0.05,0.12,0.95
-0.05,0.14,0.97
-0.05,0.15,1
-0.05,0.15,1
-0.06,0.14,0.99
-0.05,0.15,1
-0.05,0.14,0.99
-0.05,0.14,1
-0.05,0.14,0.99
-0.05,0.15,1
-0.05,0.16,1.02
-0.05,0.16,0.99
-0.04,0.15,1.01
-0.05,0.13,0.93
-0.04,0.16,0.99
-0.04,0.16,1.04
-0.04,0.15,1
-0.05,0.14,0.96
-0.05,0.14,0.98
-0.05,0.14,1
-0.04,0.14,0.99
-0.04,0.15,0.99
-0.05,0.16,0.98
-0.04,0.14,0.98
-0.06,0.13,0.96
-0.05,0.14,0.97
-0.05,0.15,1
-0.05,0.14,0.98
-0.05,0.14,0.98
-0.05,0.14,0.99
-0.05,0.14,0.98
-0.04,0.13,0.97
-0.05,0.16,1.01
-0.05,0.15,1
-0.05,0.15,0.99
-0.05,0.17,1
-0.04,0.15,0.98
-0.05,0.14,0.98
-0.04,0.13,0.98
-0.04,0.15,1.01
-0.05,0.14,0.99
-0.05,0.15,0.98
-0.05,0.15,0.98
-0.05,0.14,0.97
-0.06,0.14,0.96
-0.05,0.15,0.98
-0.05,0.14,0.98
-0.05,0.14,1
-0.05,0.15,0.99
-0.05,0.14,0.97
-0.06,0.14,0.98
-0.05,0.16,0.99
-0.05,0.15,1
-0.05,0.14,0.99
-0.05,0.13,0.99
-0.06,0.13,0.98
-0.05,0.15,1
-0.05,0.14,1
-0.05,0.14,0.98
-0.04,0.14,1
-0.05,0.14,0.99
-0.05,0.15,0.97
-0.04,0.14,0.98
-0.05,0.16,0.99
-0.05,0.14,0.98
-0.05,0.15,0.99
-0.05,0.15,1
-0.05,0.14,0.98
-0.06,0.13,0.96
-0.05,0.19,1.01
-0.05,0.16,1.01
-0.05,0.14,0.98
-0.05,0.15,0.99
-0.05,0.15,1
-0.05,0.14,0.99
-0.05,0.15,0.98
-0.05,0.15,0.99
-0.05,0.15,0.99
-0.04,0.14,0.99
-0.05,0.14,0.99
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.14,0.99
-0.05,0.14,1
-0.05,0.14,0.99
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.15,1.03
-0.05,0.15,1.01
-0.05,0.14,0.99
-0.05,0.14,0.99
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.14,1
-0.05,0.14,0.99
-0.05,0.14,0.99
-0.05,0.15,0.99
-0.05,0.15,0.99
-0.05,0.15,1
-0.05,0.15,0.99
-0.05,0.14,0.99
-0.05,0.15,0.99
-0.05,0.16,1
-0.05,0.16,1
-0.05,0.14,0.98
-0.05,0.15,1.01
-0.04,0.15,1.01
-0.05,0.12,0.95
-0.06,0.13,0.98
-0.05,0.14,0.99
-0.04,0.14,0.97
-0.06,0.12,0.98
-0.05,0.16,1.01
-0.05,0.15,0.99
-0.06,0.14,0.97
-0.05,0.17,0.99
-0.04,0.16,1.02
-0.05,0.15,0.97
-0.06,0.16,0.99
-0.05,0.15,1
-0.05,0.14,0.98
-0.06,0.13,0.99
-0.04,0.16,1
-0.05,0.14,0.97
-0.05,0.14,0.98
-0.05,0.17,1.04
-0.06,0.17,1.01
-0.05,0.1,0.91
-0.05,0.14,1
-0.04,0.15,1
-0.05,0.15,1
-0.06,0.14,0.97
-0.04,0.16,1
-0.04,0.12,0.99
-0.05,0.13,0.99
-0.05,0.14,0.98
-0.06,0.17,0.99
-0.05,0.14,0.99
-0.05,0.14,0.98
-0.05,0.14,0.97
-0.04,0.14,1
-0.06,0.14,0.95
-0.06,0.15,0.98
-0.03,0.17,1.02
-0.05,0.17,1
-0.06,0.12,0.95
-0.04,0.18,1
-0.05,0.17,1
-0.04,0.13,0.96
-0.05,0.13,0.99
-0.04,0.14,1
-0.07,0.15,0.99
-0.05,0.16,0.98
-0.05,0.15,1.02
-0.05,0.14,0.99
-0.05,0.14,1
-0.05,0.16,1
-0.05,0.16,1.01
-0.05,0.14,0.99
-0.05,0.15,0.99
-0.05,0.15,1.01
-0.04,0.15,1
-0.04,0.15,0.98
-0.05,0.15,0.99
-0.05,0.15,1
-0.05,0.15,0.98
-0.05,0.15,0.99
-0.05,0.14,0.98
-0.05,0.15,0.97
-0.05,0.16,1
-0.05,0.15,0.99
-0.06,0.15,0.98
-0.05,0.15,0.99
-0.05,0.15,1
-0.05,0.14,0.98
-0.05,0.15,0.99
-0.05,0.15,1
-0.05,0.14,0.98
-0.05,0.15,0.98
-0.05,0.14,1
-0.05,0.15,0.96
-0.05,0.14,0.98
-0.06,0.16,1.04
-0.06,0.18,1.02
-0.05,0.16,1
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.14,0.99
-0.04,0.16,1
-0.05,0.14,0.99
-0.06,0.14,1
-0.05,0.14,0.98
-0.07,0.14,0.99
-0.04,0.15,1
-0.06,0.15,0.98
-0.05,0.15,0.99
-0.05,0.15,0.98
-0.05,0.15,0.99
-0.05,0.15,1
-0.05,0.15,0.99
-0.05,0.14,0.99
-0.05,0.16,1
-0.05,0.14,0.99
-0.06,0.14,0.97
-0.05,0.15,1
-0.06,0.16,1.01
-0.05,0.15,1
-0.05,0.14,0.97
-0.04,0.16,1
-0.05,0.15,0.99
-0.06,0.15,0.98
-0.04,0.16,1.05
-0.04,0.14,1.02
-0.05,0.15,0.99
-0.05,0.14,0.98
-0.04,0.15,0.99
-0.04,0.15,0.99
-0.05,0.15,0.99
-0.06,0.15,0.97
-0.06,0.14,0.98
-0.05,0.15,0.99
-0.05,0.16,1.01
-0.05,0.15,1
-0.05,0.14,0.99
-0.05,0.16,1
-0.05,0.15,1
-0.05,0.15,0.98
-0.05,0.15,0.99
-0.05,0.15,0.99
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.14,0.98
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.14,0.99
-0.04,0.14,0.99
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.14,0.99
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.14,1
-0.05,0.15,0.99
-0.05,0.15,1
-0.05,0.14,0.99
-0.05,0.15,1
-0.05,0.14,0.99
-0.05,0.14,0.99
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.15,1
-0.05,0.15,0.99
-0.05,0.14,1
-0.04,0.15,1.01
-0.05,0.16,1.02
-0.05,0.14,0.99
-0.05,0.15,0.99
-0.05,0.14,0.99
-0.05,0.15,1
-0.05,0.15,1
-0.04,0.14,1
-0.05,0.15,1
-0.05,0.15,1.01
-0.05,0.13,0.99
-0.04,0.13,0.97
-0.05,0.14,1.01
-0.05,0.17,1.03
-0.05,0.16,1.02
-0.04,0.13,0.98
-0.05,0.14,0.96
-0.05,0.15,1.01
-0.05,0.13,0.98
-0.05,0.13,0.98
-0.06,0.15,1
-0.05,0.15,1
-0.05,0.14,0.99
-0.05,0.14,0.99
-0.05,0.15,0.99
-0.05,0.14,0.99
-0.04,0.15,1
-0.05,0.15,1
-0.05,0.14,0.98
-0.05,0.14,0.99
-0.05,0.16,1
-0.04,0.15,1
-0.05,0.15,1
-0.05,0.14,0.98
-0.05,0.15,1
-0.05,0.14,0.99
-0.06,0.15,0.99
-0.04,0.14,1.01
-0.04,0.13,1.01
-0.05,0.13,0.99
-0.05,0.14,0.99
-0.04,0.14,1
-0.04,0.13,1
-0.05,0.13,0.99
-0.05,0.17,1.02
-0.05,0.15,1
-0.05,0.15,0.98
-0.04,0.15,0.99
-0.05,0.15,0.99
-0.05,0.15,0.99
-0.06,0.14,1
-0.05,0.14,0.97
-0.05,0.15,0.99
-0.04,0.1,0.97
-0.07,0.09,0.94
-0.07,0.14,0.96
-0.07,0.13,0.96
-0.06,0.15,0.98
-0.04,0.12,0.98
-0.04,0.14,0.98
-0.05,0.17,1.03
-0.04,0.13,0.96
-0.06,0.17,1
-0.06,0.16,0.98
-0.06,0.15,0.97
-0.05,0.16,1.01
-0.05,0.14,0.99
-0.06,0.15,0.98
-0.05,0.15,0.99
-0.06,0.14,0.96
-0.05,0.15,0.98
-0.05,0.15,0.99
-0.04,0.14,1.01
-0.05,0.15,1.02
-0.04,0.12,0.95
-0.06,0.15,0.98
-0.05,0.18,1
-0.05,0.13,0.98
-0.07,0.09,0.97
-0.04,0.14,1.03
-0.05,0.18,1.05
-0.04,0.14,1.04
-0.05,0.11,0.97
-0.04,0.2,1.05
-0.05,0.16,1.03
-0.06,0.13,0.98
-0.05,0.16,0.98
-0.07,0.09,0.92
-0.04,0.18,1.01
-0.06,0.18,1.02
-0.06,0.16,0.97
-0.06,0.14,0.97
-0.05,0.16,0.99
-0.05,0.15,1.01
-0.04,0.14,0.97
-0.04,0.13,0.99
-0.06,0.15,1
-0.05,0.14,0.98
-0.05,0.11,0.97
-0.05,0.15,0.99
-0.05,0.15,1
-0.06,0.13,0.97
-0.04,0.16,0.98
-0.04,0.18,1.07
-0.04,0.19,1.04
-0.06,0.12,0.9
-0.04,0.16,1
-0.06,0.18,0.97
-0.06,0.12,0.98
-0.04,0.16,1
-0.05,0.14,0.98
-0.05,0.13,0.98
-0.05,0.14,0.99
-0.05,0.14,0.99
-0.04,0.16,1.01
-0.05,0.16,1.01
-0.05,0.13,0.97
-0.04,0.14,1
-0.04,0.14,1
-0.06,0.12,0.93
-0.05,0.12,0.94
-0.04,0.16,1.01
-0.05,0.16,1.03
-0.05,0.14,0.99
-0.05,0.14,0.99
-0.04,0.16,1
-0.05,0.14,0.96
-0.06,0.14,0.98
-0.05,0.15,1
-0.05,0.14,0.99
-0.05,0.15,0.99
-0.04,0.16,1
-0.04,0.14,0.99
-0.05,0.15,0.99
-0.04,0.15,1.01
-0.04,0.15,1
-0.05,0.14,1
-0.05,0.14,0.98
-0.05,0.14,0.99
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.14,1
-0.05,0.15,0.99
-0.05,0.15,1
-0.04,0.15,1.01
-0.05,0.14,0.99
-0.05,0.13,0.97
-0.05,0.16,1.01
-0.04,0.15,1.01
-0.06,0.14,0.98
-0.05,0.15,0.99
-0.05,0.15,0.99
-0.05,0.15,1
-0.05,0.17,0.99
-0.05,0.14,0.99
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.14,0.98
-0.05,0.15,0.99
-0.05,0.15,1
-0.05,0.15,0.99
-0.05,0.15,0.99
-0.05,0.14,0.99
-0.05,0.15,1
-0.05,0.15,0.99
-0.05,0.14,0.99
-0.05,0.14,0.99
-0.05,0.15,1
-0.05,0.14,1
-0.05,0.15,1
-0.05,0.16,1.01
-0.05,0.15,0.99
-0.05,0.13,0.99
-0.05,0.14,1
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.14,0.99
-0.05,0.14,0.99
-0.05,0.15,1
-0.05,0.15,1.01
-0.05,0.15,0.99
-0.05,0.15,1
-0.05,0.15,1.01
-0.05,0.14,0.99
-0.05,0.15,1.01
-0.05,0.16,1.02
-0.05,0.15,1
-0.04,0.14,0.99
-0.05,0.14,0.99
-0.05,0.15,1
-0.05,0.14,1
-0.05,0.14,1
-0.06,0.15,1
-0.05,0.15,1.01
-0.05,0.15,1
-0.05,0.15,1.01
-0.04,0.14,1
-0.05,0.16,1.01
-0.04,0.14,1
-0.05,0.17,1.05
-0.05,0.15,0.99
-0.04,0.1,0.97
-0.05,0.15,1.02
-0.04,0.18,1.04
-0.05,0.14,0.98
-0.05,0.15,1
-0.05,0.14,1
-0.05,0.14,1.01
-0.05,0.14,0.99
-0.04,0.14,0.99
-0.05,0.15,0.99
-0.05,0.15,0.99
-0.05,0.14,0.99
-0.05,0.14,1
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.14,1
-0.05,0.14,0.99
-0.04,0.16,1.03
-0.05,0.14,0.99
-0.04,0.14,0.99
-0.05,0.14,1.02
-0.05,0.13,0.99
-0.05,0.15,1
-0.06,0.15,1.04
-0.05,0.13,0.98
-0.06,0.14,0.99
-0.05,0.16,1
-0.05,0.14,0.97
-0.05,0.14,0.98
-0.05,0.16,1.01
-0.05,0.15,1.01
-0.05,0.16,1.01
-0.06,0.15,1
-0.05,0.14,0.98
-0.05,0.16,1.01
-0.05,0.15,1
-0.05,0.14,0.99
-0.05,0.15,0.99
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.14,0.99
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.14,0.98
-0.05,0.15,1.01
-0.05,0.15,1
-0.05,0.15,0.99
-0.05,0.14,0.99
-0.05,0.15,1
-0.05,0.14,0.99
-0.05,0.14,0.99
-0.05,0.14,0.99
-0.05,0.15,1
-0.05,0.14,1
-0.05,0.14,0.99
-0.05,0.14,1
-0.05,0.15,1
-0.05,0.15,0.99
-0.05,0.14,0.99
-0.05,0.14,0.99
-0.05,0.14,1
-0.05,0.15,0.99
-0.05,0.14,1
-0.05,0.14,0.99
-0.05,0.14,1.01
-0.05,0.15,1
-0.05,0.15,0.97
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.15,0.99
-0.05,0.15,0.99
-0.05,0.14,0.99
-0.04,0.15,1
-0.05,0.15,1
-0.05,0.14,0.99
-0.05,0.16,1.01
-0.05,0.16,1
-0.05,0.15,0.98
-0.05,0.14,0.98
-0.05,0.15,1.01
-0.05,0.14,0.98
-0.05,0.13,0.98
-0.04,0.15,1
-0.04,0.15,1.01
-0.05,0.15,1.01
-0.05,0.13,0.97
-0.05,0.14,0.98
-0.05,0.15,1.01
-0.04,0.14,0.98
-0.05,0.15,0.99
-0.04,0.13,1
-0.05,0.13,0.99
-0.05,0.15,1
-0.05,0.14,1
-0.05,0.15,0.99
-0.05,0.14,0.99
-0.05,0.14,0.99
-0.05,0.15,1
-0.05,0.15,0.99
-0.04,0.15,0.99
-0.05,0.15,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,0.99
-0.05,0.14,0.99
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.15,0.99
-0.05,0.15,0.99
-0.05,0.15,1
-0.05,0.14,1
-0.05,0.14,0.99
-0.05,0.15,1
-0.05,0.14,0.99
-0.05,0.14,0.99
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.15,1
-0.05,0.15,1.01
-0.05,0.14,1
-0.05,0.14,1
-0.05,0.14,0.99
-0.05,0.15,1
-0.05,0.14,1
-0.05,0.14,0.99
-0.05,0.14,0.99
-0.05,0.16,1.02
-0.04,0.14,1
-0.04,0.13,0.98
-0.05,0.14,0.99
-0.04,0.15,1
-0.05,0.15,0.99
-0.05,0.16,1
-0.05,0.16,1
-0.05,0.15,0.99
-0.05,0.15,0.99
-0.05,0.15,1.01
-0.05,0.15,0.99
-0.05,0.14,0.97
-0.06,0.15,0.97
-0.04,0.17,1.03
-0.05,0.15,0.98
-0.05,0.15,0.99
-0.05,0.15,0.98
-0.07,0.14,0.96
-0.04,0.15,1
-0.05,0.18,1.01
-0.04,0.17,1.03
-0.04,0.16,1.03
-0.04,0.13,1
-0.05,0.16,0.99
-0.06,0.12,0.98
-0.06,0.15,0.94
-0.05,0.17,1.03
-0.06,0.17,1
-0.05,0.14,0.98
-0.05,0.15,1.01
-0.07,0.12,0.99
-0.04,0.18,1.07
-0.06,0.08,0.97
